Title,Features.Handheld?,Features.Max Players,Features.Multiplatform?,Features.Online?,Metadata.Genres,Metadata.Licensed?,Metadata.Publishers,Metadata.Sequel?,Metrics.Review Score,Metrics.Sales,Metrics.Used Price,Release.Console,Release.Rating,Release.Re-release?,Release.Year,Length.All PlayStyles.Average,Length.All PlayStyles.Leisure,Length.All PlayStyles.Median,Length.All PlayStyles.Polled,Length.All PlayStyles.Rushed,Length.Completionists.Average,Length.Completionists.Leisure,Length.Completionists.Median,Length.Completionists.Polled,Length.Completionists.Rushed,Length.Main + Extras.Average,Length.Main + Extras.Leisure,Length.Main + Extras.Median,Length.Main + Extras.Polled,Length.Main + Extras.Rushed,Length.Main Story.Average,Length.Main Story.Leisure,Length.Main Story.Median,Length.Main Story.Polled,Length.Main Story.Rushed
Children of Mana,True,1,True,True,"Action,Role-Playing (RPG)",True,"Nintendo,SquareEnix",True,65,0.16,16.95,Nintendo DS,E,True,2006,22.55,35.833333333333336,22.116666666666667,29,16.583333333333332,27.95,31.08333333333333,28.933333333333334,5,25.75,24.116666666666667,36.583333333333336,23.55,14,17.333333333333332,17.683333333333334,24.433333333333334,15.0,10,14.166666666666666
Nicktoons: Attack of the Toybots,True,1,True,True,Action,True,THQ,True,60,0.4,14.95,Nintendo Wii,T,True,2007,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0
UEFA Euro 2008,True,4,True,True,Sports,True,EA,True,80,0.05,14.95,X360,M,True,2008,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0
Call of Duty: Roads to Victory,True,1,True,True,Action,True,Activision,True,64,0.51,24.95,Sony PSP,E,True,2007,5.75,7.0,6.25,11,4.583333333333333,7.25,7.366666666666666,7.25,2,7.133333333333334,6.25,6.25,6.25,1,6.25,5.316666666666666,6.55,4.916666666666667,8,4.133333333333334
Full Auto 2: Battlelines,True,2,True,True,"Action,Racing / Driving",True,Sega,True,67,0.14,14.95,PlayStation 3,T,True,2006,10.033333333333331,11.15,9.583333333333334,4,9.15,12.5,12.5,12.5,1,12.5,10.183333333333334,10.183333333333334,10.183333333333334,1,10.183333333333334,8.75,8.866666666666667,8.75,2,8.616666666666667
Polarium,True,1,True,True,Strategy,True,Nintendo,True,73,0.12,8.95,Nintendo DS,E,True,2004,6.733333333333333,9.183333333333334,6.0,5,5.266666666666667,12.0,12.0,12.0,1,12.0,0.0,0.0,0.0,0,0.0,5.416666666666667,5.783333333333333,5.75,4,4.866666666666667
Code Lyoko: Quest for Infinity,True,1,True,True,Action,True,,True,58,0.07,17.95,Nintendo Wii,T,True,2007,5.8,5.8,5.8,1,5.8,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,5.8,5.8,5.8,1,5.8
Dokapon Kingdom,True,1,True,True,"Role-Playing (RPG),Strategy",True,,True,72,0.12,17.95,Nintendo Wii,M,True,2008,24.53333333333333,24.883333333333333,25.0,3,24.2,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,24.53333333333333,24.883333333333333,25.0,3,24.2
PaRappa the Rapper,True,1,True,True,Action,True,Sony,True,67,0.07,12.95,Sony PSP,T,True,2006,1.7,3.7666666666666666,1.4166666666666667,21,1.1,3.3,3.3,3.3,1,3.3,4.5,5.25,4.5,2,3.75,1.3,1.85,1.1166666666666667,18,0.9333333333333332
Advance Wars: Dual Strike,True,1,True,True,Strategy,True,Nintendo,True,90,0.3,17.95,Nintendo DS,T,True,2005,70.36666666666666,249.55,27.83333333333333,34,33.55,292.5,360.6166666666667,250.0,4,245.61666666666667,73.86666666666666,102.76666666666668,63.833333333333336,10,54.41666666666666,24.2,27.933333333333334,23.566666666666663,20,20.933333333333334
Call of Duty 2,True,4,True,True,Action,True,"Activision,Konami",True,89,1.69,17.95,X360,E,True,2005,9.233333333333333,14.55,9.0,210,6.55,11.633333333333333,15.7,11.183333333333334,39,8.2,9.6,11.316666666666666,10.0,25,7.4,8.516666666666667,11.366666666666667,8.983333333333333,146,6.366666666666666
TNA iMPACT!,True,1,True,True,Sports,True,Midway,True,43,0.14,14.95,Nintendo Wii,E,True,2008,15.883333333333333,28.616666666666667,8.25,8,9.033333333333331,45.16666666666666,45.16666666666666,45.16666666666666,1,45.16666666666666,32.93333333333333,32.93333333333333,32.93333333333333,1,32.93333333333333,8.166666666666666,9.55,8.05,6,7.05
The King of Fighters Collection: The Orochi Saga,True,1,True,True,Action,True,,True,61,0.07,17.95,Sony PSP,E,True,2008,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0
Master of the Monster Lair,True,1,True,True,Role-Playing (RPG),True,,True,63,0.06,14.95,Nintendo DS,M,True,2008,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0
Mega Man ZX Advent,True,1,True,True,Action,True,Capcom,True,78,0.22,17.95,Nintendo DS,T,True,2007,12.883333333333333,23.98333333333333,10.933333333333334,18,8.383333333333333,15.933333333333334,17.9,15.933333333333334,2,13.966666666666669,15.816666666666666,25.23333333333333,12.966666666666669,10,12.0,7.0,8.6,6.75,6,5.866666666666667
Tom Clancy's Splinter Cell: Double Agent,True,2,True,True,Action,True,Ubisoft,True,61,0.11,17.95,Nintendo Wii,T,True,2006,12.416666666666666,35.85,11.0,76,8.85,17.366666666666667,37.16666666666666,11.333333333333334,9,11.216666666666669,11.933333333333334,19.25,11.0,27,8.733333333333333,11.616666666666667,15.65,11.0,40,9.65
Fire Emblem: Shadow Dragon,True,1,True,True,"Role-Playing (RPG),Strategy",True,Nintendo,True,81,0.25,19.95,Nintendo DS,M,True,2008,23.316666666666663,36.86666666666667,21.85,71,16.866666666666667,36.88333333333333,40.11666666666667,34.5,6,34.266666666666666,26.1,38.16666666666666,24.3,16,18.683333333333334,20.75,26.683333333333334,20.0,49,15.766666666666667
Hitman: Blood Money,True,1,True,True,Action,True,Eidos,True,82,0.29,22.95,X360,E,True,2006,14.066666666666666,29.766666666666666,13.0,187,8.266666666666667,19.33333333333333,32.55,18.9,23,13.9,16.083333333333332,23.7,14.75,58,10.416666666666666,11.816666666666666,16.45,12.0,106,7.45
Baroque,True,1,True,True,"Action,Role-Playing (RPG)",True,,True,50,0.04,19.95,Nintendo Wii,T,True,2008,7.783333333333333,10.383333333333333,7.783333333333333,2,5.183333333333334,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,7.783333333333333,10.383333333333333,7.783333333333333,2,5.183333333333334
Army of Two,True,2,True,True,Action,True,EA,True,72,1.12,16.95,X360,T,True,2008,6.8,11.633333333333333,6.75,85,5.383333333333334,0.0,0.0,0.0,0,0.0,7.583333333333333,11.9,7.033333333333333,20,6.15,6.566666666666666,8.316666666666666,6.716666666666667,65,5.316666666666666
WWE Smackdown vs. Raw 2008,True,4,True,True,Sports,True,THQ,True,59,0.39,12.95,Nintendo Wii,M,True,2007,25.316666666666663,42.1,13.1,14,11.95,45.03333333333333,56.38333333333333,50.5,5,26.23333333333333,30.9,35.68333333333333,30.9,2,26.116666666666667,9.65,12.4,10.0,7,7.4
Pinball Hall of Fame: The Williams Collection,True,4,True,True,Simulation,True,,True,78,0.09,17.95,Sony PSP,T,True,2008,29.25,39.18333333333333,27.5,4,20.183333333333334,32.333333333333336,41.833333333333336,35.0,3,22.83333333333333,0.0,0.0,0.0,0,0.0,20.0,20.0,20.0,1,20.0
Anubis II,True,1,True,True,Action,True,,True,19,0.04,9.95,Nintendo Wii,M,True,2007,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0
MLB 07: The Show,True,2,True,True,Sports,True,Sony,True,77,0.3,9.95,PlayStation 3,T,True,2007,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0
Tom Clancy's EndWar,True,1,True,True,Strategy,True,Ubisoft,True,76,0.28,17.95,PlayStation 3,M,True,2008,14.533333333333331,25.566666666666663,9.75,7,9.05,0.0,0.0,0.0,0,0.0,39.0,39.0,39.0,1,39.0,10.466666666666669,14.016666666666667,8.866666666666667,6,7.816666666666666
Eragon,True,4,True,True,Action,True,,True,59,0.11,14.95,Sony PSP,E,True,2006,8.833333333333334,12.7,8.0,11,5.583333333333333,11.666666666666666,13.916666666666666,10.0,6,9.416666666666666,0.0,0.0,0.0,0,0.0,5.433333333333334,6.35,6.0,5,4.233333333333333
R-Type Command,True,1,True,True,Strategy,True,,True,69,0.02,14.95,Sony PSP,M,True,2007,31.9,35.666666666666664,31.9,2,28.133333333333333,0.0,0.0,0.0,0,0.0,39.45,39.45,39.45,1,39.45,24.366666666666667,24.366666666666667,24.366666666666667,1,24.366666666666667
Guitar Hero: Aerosmith,True,2,True,True,"Action,Simulation",True,Activision,True,70,0.65,14.95,PlayStation 3,M,True,2008,11.3,46.06666666666667,5.0,27,5.566666666666666,68.01666666666667,68.01666666666667,68.01666666666667,1,68.01666666666667,27.633333333333333,53.2,17.2,5,13.7,4.716666666666667,6.416666666666667,4.933333333333334,21,3.9166666666666665
Turok,True,1,True,True,Action,True,,True,67,0.36,16.95,PlayStation 3,M,True,2008,9.716666666666669,24.366666666666667,7.75,32,6.566666666666666,12.2,25.55,10.0,11,8.55,8.366666666666667,10.85,7.033333333333333,8,6.55,8.45,16.35,7.0,13,6.05
Peter Jackson's King Kong: The Official Game of...,True,2,True,True,Action,True,Ubisoft,True,80,0.32,14.95,X360,T,True,2005,6.966666666666667,8.583333333333334,7.0,49,5.483333333333333,7.583333333333333,8.983333333333333,8.0,17,6.55,6.8,8.333333333333334,6.566666666666666,10,5.833333333333333,6.583333333333333,8.383333333333333,7.0,22,5.383333333333334
The Con,True,1,True,True,Action,True,Sony,True,63,0.15,8.95,Sony PSP,E,True,2005,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0
SEGA Bass Fishing,True,1,True,True,Sports,True,Sega,True,59,0.34,17.95,Nintendo Wii,E,True,2008,8.366666666666667,10.916666666666666,7.0,5,4.166666666666667,14.083333333333334,14.116666666666667,14.083333333333334,2,14.033333333333331,7.0,7.0,7.0,1,7.0,3.333333333333333,4.666666666666667,3.333333333333333,2,2.0
Metal Slug Anthology,True,4,True,True,Action,True,,True,73,0.11,16.95,Nintendo Wii,T,True,2006,7.483333333333333,11.116666666666667,7.0,15,5.283333333333333,8.5,9.25,8.5,2,7.75,11.0,13.0,11.0,2,9.0,6.666666666666667,10.166666666666666,6.0,11,4.833333333333333
Armored Core: For Answer,True,1,True,True,Action,True,Ubisoft,True,62,0.05,29.95,PlayStation 3,M,True,2008,56.88333333333333,192.83333333333331,14.5,12,21.516666666666666,272.5,311.25,272.5,2,233.75,17.266666666666666,19.433333333333334,18.5,5,14.866666666666667,10.25,12.533333333333331,9.933333333333334,5,8.716666666666667
College Hoops 2K8,True,7,True,True,Sports,True,2K,True,82,0.12,12.95,PlayStation 3,M,True,2007,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0
NBA Live 08,True,1,True,True,Sports,True,EA,True,52,0.14,14.95,Nintendo Wii,M,True,2007,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0
Zoo Keeper,True,1,True,True,Action,True,,True,74,0.1,14.95,Nintendo DS,T,True,2004,7.15,8.9,5.0,5,5.033333333333333,11.75,11.75,11.75,1,11.75,0.0,0.0,0.0,0,0.0,6.0,7.75,5.0,4,4.75
Looney Tunes: Cartoon Conductor,True,1,True,True,Action,True,Eidos,True,67,0.04,13.95,Nintendo DS,M,True,2008,4.75,5.116666666666666,4.75,2,4.366666666666666,5.5,5.5,5.5,1,5.5,0.0,0.0,0.0,0,0.0,4.0,4.0,4.0,1,4.0
NASCAR 08,True,1,True,True,"Racing / Driving,Sports",True,EA,True,59,0.25,12.95,X360,E,True,2007,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0
Iron Man,True,1,True,True,Action,True,Sega,True,44,0.46,16.95,Sony PSP,E,True,2008,5.8,10.666666666666666,5.0,12,4.233333333333333,9.983333333333333,12.466666666666669,8.0,3,7.483333333333333,5.083333333333333,5.083333333333333,5.083333333333333,1,5.083333333333333,4.333333333333333,4.683333333333334,4.366666666666666,8,3.716666666666667
Tetris Party,True,4,True,True,Strategy,True,,True,75,0.16,24.95,Nintendo Wii,T,True,2008,2.0,2.0,2.0,1,2.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,2.0,2.0,2.0,1,2.0
NBA LIVE 08 ,True,1,True,True,Sports,True,EA,True,73,0.49,9.95,X360,T,True,2007,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0
Manhunt 2,True,1,True,True,Action,True,Rockstar,True,62,0.26,19.95,Nintendo Wii,E,True,2007,10.383333333333333,17.15,9.5,33,6.816666666666666,21.183333333333334,22.78333333333333,21.183333333333334,2,19.58333333333333,12.333333333333334,14.083333333333334,14.0,7,10.083333333333334,8.9,12.866666666666667,8.566666666666666,24,6.216666666666667
Facebreaker,True,2,True,True,Sports,True,,True,53,0.12,14.95,PlayStation 3,E,True,2008,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0
Command & Conquer: Red Alert 3,True,1,True,True,Strategy,True,EA,True,77,0.16,14.95,X360,T,True,2008,14.7,28.183333333333334,11.366666666666667,27,10.016666666666667,43.35,43.35,43.35,1,43.35,18.55,24.5,19.45,9,13.9,10.983333333333333,13.366666666666667,10.5,17,8.866666666666667
Marvel Nemesis: Rise of the Imperfects ,True,1,True,True,Action,True,EA,True,58,0.31,17.95,Sony PSP,T,True,2005,5.033333333333333,6.15,4.583333333333333,8,4.133333333333334,0.0,0.0,0.0,0,0.0,6.15,7.15,7.5,3,5.133333333333334,4.366666666666666,4.633333333333333,4.166666666666667,5,3.966666666666667
Rock Band 2,True,4,True,True,"Action,Simulation",True,,True,92,1.85,19.95,X360,E,True,2008,62.55,418.75,12.5,27,20.75,295.8666666666667,295.8666666666667,295.8666666666667,1,295.8666666666667,97.35,429.3333333333333,20.0,13,34.333333333333336,9.816666666666666,16.7,9.0,13,6.7
Neopets Puzzle Adventure,True,1,True,True,"Role-Playing (RPG),Strategy",True,Capcom,True,52,0.14,14.95,Nintendo Wii,E,True,2008,3.0,3.0,3.0,1,3.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,3.0,3.0,3.0,1,3.0
Resident Evil 4,True,1,True,True,Action,True,Capcom,True,91,1.24,16.95,Nintendo Wii,T,True,2007,18.766666666666666,49.06666666666667,17.5,670,11.066666666666666,28.05,53.25,25.0,81,17.75,20.83333333333333,32.7,20.0,173,14.2,16.116666666666667,27.616666666666667,16.0,416,10.016666666666667
Blade Dancer: Lineage of Light,True,1,True,True,Role-Playing (RPG),True,,True,60,0.06,16.95,Sony PSP,E,True,2006,29.28333333333333,29.683333333333334,29.5,3,28.866666666666667,28.35,28.35,28.35,1,28.35,0.0,0.0,0.0,0,0.0,29.75,29.866666666666667,29.75,2,29.616666666666667
Zoids Assault,True,1,True,True,"Role-Playing (RPG),Strategy",True,,True,46,0.07,17.95,X360,M,True,2007,12.05,12.566666666666666,12.05,2,11.516666666666667,13.1,13.1,13.1,1,13.1,0.0,0.0,0.0,0,0.0,11.0,11.0,11.0,1,11.0
The Simpsons Game,True,2,True,True,Action,True,EA,True,64,0.47,17.95,Nintendo Wii,T,True,2007,1.0333333333333334,2.4,1.0,35,0.7166666666666667,1.4833333333333334,2.5166666666666666,1.0,7,0.9,0.0,0.0,0.0,0,0.0,0.9333333333333332,1.45,0.8666666666666667,28,0.65
Line Rider 2: Unbound,True,1,True,True,"Simulation,Sports",True,,True,59,0.07,8.95,Nintendo DS,M,True,2008,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0
ATV Quad Frenzy,True,1,True,True,"Racing / Driving,Sports",True,,True,35,0.11,14.95,Nintendo DS,T,True,2005,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0
My Word Coach,True,1,True,True,Educational,True,Ubisoft,True,71,0.37,15.95,Nintendo DS,T,True,2007,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0
GoldenEye: Rogue Agent,True,1,True,True,Action,True,EA,True,58,0.11,14.95,Nintendo DS,T,True,2005,9.416666666666666,13.466666666666669,8.5,4,5.8,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,9.416666666666666,13.466666666666669,8.5,4,5.8
Infected,True,1,True,True,Action,True,,True,74,0.15,17.95,Sony PSP,E,True,2005,6.666666666666667,7.0,6.666666666666667,2,6.333333333333333,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,6.666666666666667,7.0,6.666666666666667,2,6.333333333333333
Heatseeker,True,1,True,True,Action,True,,True,62,0.09,17.95,Nintendo Wii,T,True,2007,9.75,9.75,9.75,1,9.75,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,9.75,9.75,9.75,1,9.75
Alone in the Dark,True,1,True,True,"Action,Adventure,Racing / Driving",True,Atari,True,39,0.09,14.95,Nintendo Wii,T,True,2008,6.6,9.166666666666666,6.116666666666666,18,4.333333333333333,9.15,10.4,8.5,4,8.216666666666667,0.0,0.0,0.0,0,0.0,5.866666666666667,7.533333333333333,6.0,14,4.133333333333334
Tom Clancy's Splinter Cell: Double Agent,True,1,True,True,"Action,Strategy",True,Ubisoft,True,78,0.19,22.95,PlayStation 3,M,True,2007,12.416666666666666,35.85,11.0,76,8.85,17.366666666666667,37.16666666666666,11.333333333333334,9,11.216666666666669,11.933333333333334,19.25,11.0,27,8.733333333333333,11.616666666666667,15.65,11.0,40,9.65
NHL 2K9 ,True,1,True,True,Sports,True,2K,True,69,0.15,14.95,X360,T,True,2008,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0
Namco Museum DS,True,1,True,True,Action,True,Namco,True,67,0.8,17.95,Nintendo DS,E,True,2007,10.0,10.0,10.0,1,10.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,10.0,10.0,10.0,1,10.0
Sonic Rivals 2,True,1,True,True,Action,True,Sega,True,60,0.46,22.95,Sony PSP,M,True,2007,22.0,22.0,22.0,1,22.0,22.0,22.0,22.0,1,22.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0
Front Mission,True,1,True,True,Strategy,True,SquareEnix,True,72,0.01,17.95,Nintendo DS,E,True,2007,20.866666666666667,24.183333333333334,20.3,5,17.4,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,20.866666666666667,24.183333333333334,20.3,5,17.4
Harvest Moon DS,True,1,True,True,"Role-Playing (RPG),Simulation",True,,True,67,0.4,17.95,Nintendo DS,T,True,2006,53.38333333333333,64.63333333333334,55.13333333333333,6,37.63333333333333,75.0,75.0,75.0,1,75.0,69.08333333333333,69.08333333333333,69.08333333333333,1,69.08333333333333,44.06666666666667,54.8,45.13333333333333,4,32.8
Thrillville: Off the Rails,True,4,True,True,"Simulation,Strategy",True,,True,70,0.37,16.95,Nintendo Wii,E,True,2007,12.15,21.433333333333334,9.633333333333333,7,7.733333333333333,10.75,11.3,10.75,2,10.183333333333334,32.0,32.0,32.0,1,32.0,7.883333333333333,9.083333333333334,8.5,4,6.383333333333334
Final Fantasy Fables: Chocobo's Dungeon,True,1,True,True,"Action,Role-Playing (RPG)",True,SquareEnix,True,76,0.09,17.95,Nintendo Wii,M,True,2008,28.166666666666668,39.45,25.0,9,23.78333333333333,38.65,45.48333333333333,38.65,2,31.816666666666663,29.216666666666665,31.416666666666668,31.883333333333333,3,27.0,22.133333333333333,23.433333333333334,21.166666666666668,4,21.316666666666663
The Sims 2: Pets,True,1,True,True,Simulation,True,EA,True,49,0.97,14.95,Nintendo DS,T,True,2006,27.7,31.55,27.7,2,23.85,0.0,0.0,0.0,0,0.0,27.7,31.55,27.7,2,23.85,0.0,0.0,0.0,0,0.0
Scurge: Hive,True,1,True,True,Action,True,,True,70,0.04,8.95,Nintendo DS,M,True,2006,10.783333333333331,13.483333333333333,9.816666666666666,13,8.65,13.35,14.783333333333331,13.35,2,11.916666666666666,0.0,0.0,0.0,0,0.0,10.316666666666666,13.3,9.583333333333334,11,8.466666666666667
Mega Man Star Force: Dragon,True,1,True,True,"Action,Role-Playing (RPG)",True,Capcom,True,60,0.41,27.95,Nintendo DS,T,True,2007,20.816666666666663,27.65,20.0,17,17.35,31.95,33.416666666666664,31.95,2,30.466666666666665,24.116666666666667,26.183333333333334,25.0,5,22.266666666666666,16.95,18.83333333333333,16.616666666666667,10,15.55
Pokmon Pearl,True,1,True,True,Role-Playing (RPG),True,Nintendo,True,85,6.77,26.95,Nintendo DS,E,True,2006,101.06666666666666,386.78333333333336,58.0,253,44.15,265.2,468.31666666666666,220.0,39,163.53333333333333,107.56666666666666,352.31666666666666,80.0,94,58.53333333333333,42.63333333333333,77.13333333333334,41.91666666666666,120,25.516666666666666
Need for Speed Underground 2,True,1,True,True,Racing / Driving,True,EA,True,65,0.11,22.95,Nintendo DS,T,True,2005,20.966666666666665,29.23333333333333,20.0,69,17.733333333333334,23.366666666666667,30.216666666666665,21.5,19,20.716666666666665,20.9,24.216666666666665,20.0,17,18.716666666666665,19.6,20.9,20.0,33,17.4
Armored Core 4,True,2,True,True,Action,True,Sega,True,65,0.19,17.95,X360,E,True,2007,20.6,22.65,20.0,5,19.15,0.0,0.0,0.0,0,0.0,19.0,19.5,19.0,3,18.5,23.0,24.0,23.0,2,22.0
Micro Machines V4,True,2,True,True,"Action,Racing / Driving",True,,True,61,0.01,17.95,Sony PSP,E,True,2006,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0
Transformers: The Game,True,1,True,True,Action,True,Activision,True,54,0.32,17.95,PlayStation 3,E,True,2007,7.233333333333333,12.316666666666666,5.5,13,4.533333333333333,18.28333333333333,18.28333333333333,18.28333333333333,1,18.28333333333333,17.35,17.35,17.35,1,17.35,5.316666666666666,6.066666666666666,5.0,11,3.9166666666666665
Madden NFL 09,True,4,True,True,Sports,True,EA,True,85,1.66,14.95,PlayStation 3,E,True,2008,15.883333333333333,22.6,14.516666666666667,4,9.85,17.833333333333332,24.216666666666665,19.03333333333333,3,11.466666666666669,0.0,0.0,0.0,0,0.0,10.0,10.0,10.0,1,10.0
Stuntman: Ignition,True,4,True,True,"Action,Racing / Driving",True,THQ,True,76,0.16,16.95,PlayStation 3,E,True,2007,8.2,11.133333333333333,6.333333333333333,10,5.8,13.1,14.516666666666667,15.0,3,11.683333333333334,6.333333333333333,6.416666666666667,6.333333333333333,2,6.25,6.016666666666667,7.816666666666666,5.266666666666667,5,5.0
Mirror's Edge,True,1,True,True,Action,True,EA,True,79,0.29,14.95,PlayStation 3,T,True,2008,7.016666666666667,34.833333333333336,6.333333333333333,1100,4.333333333333333,13.733333333333333,37.43333333333333,10.0,49,8.433333333333334,8.483333333333333,21.616666666666667,8.0,203,6.116666666666666,6.316666666666666,11.566666666666666,6.0,895,4.066666666666666
Street Fighter Alpha 3 MAX,True,1,True,True,Action,True,Capcom,True,80,0.27,14.95,Sony PSP,M,True,2006,3.0,3.5,3.0,2,2.5,0.0,0.0,0.0,0,0.0,4.0,4.0,4.0,1,4.0,2.0,2.0,2.0,1,2.0
Crash: Mind over Mutant,True,1,True,True,Action,True,,True,60,0.22,24.95,X360,M,True,2008,6.083333333333333,7.5,5.55,12,4.8,5.6,5.6,5.6,1,5.6,9.033333333333331,9.033333333333331,9.033333333333331,1,9.033333333333331,5.833333333333333,7.416666666666667,5.483333333333333,10,4.716666666666667
Boom Blox,True,4,True,True,"Action,Strategy",True,EA,True,85,0.72,24.95,Nintendo Wii,T,True,2008,6.4,8.35,7.0,5,4.85,0.0,0.0,0.0,0,0.0,7.5,7.75,7.5,2,7.25,5.666666666666667,7.416666666666667,4.0,3,3.9166666666666665
Madden NFL 2005,True,1,True,True,Sports,True,EA,True,68,0.25,8.95,Nintendo DS,T,True,2004,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0
The Legend of Kage 2,True,1,True,True,Action,True,SquareEnix,True,70,0.03,14.95,Nintendo DS,E,True,2008,3.333333333333333,3.333333333333333,3.333333333333333,1,3.333333333333333,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,3.333333333333333,3.333333333333333,3.333333333333333,1,3.333333333333333
SOCOM: U.S. Navy SEALs - Fireteam Bravo,True,1,True,True,Action,True,Sony,True,82,1.07,14.95,Sony PSP,E,True,2005,8.583333333333334,8.583333333333334,8.583333333333334,1,8.583333333333334,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,8.583333333333334,8.583333333333334,8.583333333333334,1,8.583333333333334
